customer_id,customer_gender,customer_age,customer_city,customer_signup_days_ago,preferred_vehicle_type,total_bookings,completed_rides,cancelled_rides,incomplete_rides,cancellation_rate,avg_customer_rating,customer_cancel_flag
C_000043,Female,35,Delhi,538,Auto,9,7,1,1,0.1111111111111111,4.8,0
C_000044,Non-Binary,21,Bangalore,208,Cab,8,3,4,1,0.5,4.4,1
C_000045,Female,42,Mumbai,782,Cab,5,3,2,0,0.4,3.8,1
C_000046,Non-Binary,31,Chennai,867,Auto,10,6,3,1,0.3,3.7,1
C_000047,Male,26,Bangalore,860,Cab,6,5,1,0,0.16666666666666666,4.2,0
C_000048,Male,43,Mumbai,506,Bike,6,5,1,0,0.16666666666666666,4.3,0
C_000049,Non-Binary,19,Bangalore,872,Cab,10,5,4,1,0.4,3.6,1
C_000050,Male,37,Chennai,443,Cab,14,8,3,3,0.21428571428571427,4.0,1
C_000051,Non-Binary,45,Delhi,182,Cab,8,6,2,0,0.25,5.0,1
C_000052,Female,64,Chennai,133,Cab,15,10,2,3,0.13333333333333333,4.2,0
C_000053,Non-Binary,24,Delhi,104,Cab,10,6,2,2,0.2,3.7,0
C_000054,Male,61,Chennai,157,Cab,11,5,5,1,0.45454545454545453,3.9,1
C_000055,Female,25,Hyderabad,740,Auto,9,8,1,0,0.1111111111111111,4.2,0
C_000056,Female,64,Bangalore,695,Auto,16,12,4,0,0.25,4.6,1
C_000057,Non-Binary,52,Bangalore,597,Auto,14,10,2,2,0.14285714285714285,4.8,0
C_000058,Non-Binary,31,Hyderabad,819,Bike,9,5,2,2,0.2222222222222222,4.8,1
C_000059,Non-Binary,34,Delhi,374,Bike,6,6,0,0,0.0,3.7,0
C_000060,Female,53,Bangalore,560,Bike,8,5,2,1,0.25,3.6,1
C_000061,Non-Binary,57,Hyderabad,188,Auto,13,7,3,3,0.23076923076923078,4.3,1
C_000062,Female,21,Bangalore,567,Cab,9,5,3,1,0.3333333333333333,4.3,1
C_000063,Non-Binary,19,Mumbai,455,Bike,6,2,3,1,0.5,4.0,1
C_000064,Male,23,Delhi,710,Auto,10,4,4,2,0.4,3.9,1
C_000065,Male,59,Mumbai,52,Cab,7,4,2,1,0.2857142857142857,4.8,1
C_000066,Non-Binary,21,Delhi,76,Cab,5,4,1,0,0.2,5.0,0
C_000067,Female,46,Hyderabad,554,Cab,6,4,0,2,0.0,4.7,0
C_000068,Male,35,Delhi,758,Auto,10,7,2,1,0.2,3.9,0
C_000069,Non-Binary,43,Delhi,863,Bike,10,6,4,0,0.4,4.0,1
C_000070,Female,61,Hyderabad,735,Bike,9,8,1,0,0.1111111111111111,3.6,0
C_000071,Male,51,Delhi,173,Auto,11,6,2,3,0.18181818181818182,4.8,0
C_000072,Non-Binary,27,Bangalore,614,Auto,10,6,3,1,0.3,4.7,1
C_000073,Female,53,Chennai,697,Bike,11,8,2,1,0.18181818181818182,4.5,0
C_000074,Non-Binary,31,Hyderabad,618,Auto,7,7,0,0,0.0,3.9,0
C_000075,Female,48,Chennai,448,Bike,12,8,3,1,0.25,4.7,1
C_000076,Male,32,Hyderabad,710,Auto,13,7,4,2,0.3076923076923077,4.7,1
C_000077,Non-Binary,25,Hyderabad,828,Auto,9,4,5,0,0.5555555555555556,4.9,1
C_000078,Female,31,Mumbai,114,Cab,9,7,0,2,0.0,4.1,0
C_000079,Female,40,Mumbai,445,Auto,9,7,1,1,0.1111111111111111,4.1,0
C_000080,Non-Binary,57,Delhi,723,Bike,4,3,1,0,0.25,4.0,1
C_000081,Non-Binary,38,Chennai,511,Auto,12,8,4,0,0.3333333333333333,4.8,1
C_000082,Male,33,Hyderabad,485,Auto,10,8,2,0,0.2,4.1,0
C_000083,Female,62,Delhi,856,Auto,11,7,2,2,0.18181818181818182,4.9,0
C_000084,Female,35,Bangalore,326,Bike,3,2,1,0,0.3333333333333333,4.8,1
C_000085,Female,64,Hyderabad,141,Bike,16,9,5,2,0.3125,4.8,1
C_000086,Non-Binary,41,Bangalore,991,Auto,8,5,3,0,0.375,4.9,1
C_000087,Non-Binary,43,Delhi,259,Bike,12,9,2,1,0.16666666666666666,4.2,0
C_000088,Male,42,Mumbai,125,Cab,9,6,2,1,0.2222222222222222,3.8,1
C_000089,Non-Binary,62,Delhi,979,Cab,21,16,2,3,0.09523809523809523,4.5,0
C_000090,Female,58,Bangalore,709,Auto,14,10,4,0,0.2857142857142857,4.7,1
C_000091,Female,46,Hyderabad,407,Auto,7,3,3,1,0.42857142857142855,4.7,1
C_000092,Non-Binary,32,Chennai,185,Cab,11,9,1,1,0.09090909090909091,4.3,0
C_000093,Male,62,Delhi,450,Cab,10,7,3,0,0.3,3.7,1
C_000094,Non-Binary,18,Hyderabad,134,Bike,7,6,0,1,0.0,4.6,0
C_000095,Male,42,Mumbai,734,Auto,7,5,1,1,0.14285714285714285,4.5,0
C_000096,Non-Binary,24,Mumbai,359,Bike,17,13,4,0,0.23529411764705882,3.8,1
C_000097,Non-Binary,26,Mumbai,468,Cab,9,7,1,1,0.1111111111111111,3.7,0
C_000098,Non-Binary,41,Hyderabad,161,Bike,8,7,1,0,0.125,3.9,0
C_000099,Non-Binary,18,Delhi,896,Cab,9,6,3,0,0.3333333333333333,4.2,1
C_000100,Male,61,Hyderabad,411,Bike,6,5,1,0,0.16666666666666666,3.6,0
C_000101,Male,25,Hyderabad,167,Auto,12,9,3,0,0.25,4.3,1
C_000102,Female,41,Chennai,972,Auto,9,7,1,1,0.1111111111111111,3.6,0
C_000103,Male,28,Chennai,872,Auto,7,5,2,0,0.2857142857142857,3.6,1
C_000104,Female,34,Delhi,299,Auto,8,5,3,0,0.375,3.5,1
C_000105,Non-Binary,25,Chennai,579,Auto,12,4,5,3,0.4166666666666667,4.9,1
C_000106,Non-Binary,52,Mumbai,425,Auto,8,5,3,0,0.375,4.9,1
C_000107,Female,52,Chennai,586,Cab,11,7,4,0,0.36363636363636365,3.5,1
C_000108,Male,50,Mumbai,942,Cab,8,6,2,0,0.25,4.8,1
C_000109,Female,22,Delhi,493,Cab,5,3,1,1,0.2,3.8,0
C_000110,Male,59,Hyderabad,704,Cab,10,8,1,1,0.1,4.9,0
C_000111,Female,56,Hyderabad,479,Bike,9,7,0,2,0.0,3.6,0
C_000112,Non-Binary,58,Chennai,360,Bike,10,5,4,1,0.4,4.5,1
C_000113,Non-Binary,45,Mumbai,282,Cab,14,10,4,0,0.2857142857142857,4.0,1
C_000114,Male,24,Bangalore,710,Bike,5,3,1,1,0.2,4.9,0
C_000115,Male,26,Bangalore,992,Auto,9,6,3,0,0.3333333333333333,3.8,1
C_000116,Male,25,Bangalore,314,Bike,10,7,2,1,0.2,4.2,0
C_000117,Male,29,Hyderabad,303,Cab,14,8,6,0,0.42857142857142855,3.9,1
C_000118,Non-Binary,51,Hyderabad,49,Cab,5,4,0,1,0.0,4.5,0
C_000119,Non-Binary,50,Mumbai,268,Cab,9,3,3,3,0.3333333333333333,3.7,1
C_000120,Male,40,Chennai,299,Cab,14,9,3,2,0.21428571428571427,4.3,1
C_000121,Male,41,Bangalore,447,Bike,5,3,1,1,0.2,4.8,0
C_000122,Female,54,Mumbai,974,Auto,16,12,1,3,0.0625,5.0,0
C_000123,Non-Binary,52,Mumbai,339,Auto,10,6,4,0,0.4,4.6,1
C_000124,Male,61,Chennai,60,Cab,10,10,0,0,0.0,4.4,0
C_000125,Male,57,Mumbai,855,Bike,10,6,4,0,0.4,3.8,1
C_000126,Female,39,Chennai,133,Auto,10,8,2,0,0.2,4.3,0
C_000127,Female,44,Delhi,711,Cab,15,10,3,2,0.2,3.6,0
C_000128,Female,52,Chennai,215,Cab,14,5,8,1,0.5714285714285714,4.1,1
C_000129,Male,18,Bangalore,157,Bike,6,4,1,1,0.16666666666666666,4.2,0
C_000130,Non-Binary,52,Bangalore,239,Cab,8,6,2,0,0.25,5.0,1
C_000131,Female,54,Chennai,443,Cab,9,3,6,0,0.6666666666666666,3.9,1
C_000132,Non-Binary,64,Delhi,310,Auto,9,6,3,0,0.3333333333333333,4.0,1
C_000133,Female,31,Delhi,988,Bike,11,6,3,2,0.2727272727272727,4.1,1
C_000134,Non-Binary,20,Bangalore,282,Auto,7,5,2,0,0.2857142857142857,4.3,1
C_000135,Male,18,Delhi,48,Cab,9,6,1,2,0.1111111111111111,4.4,0
C_000136,Non-Binary,22,Mumbai,741,Cab,9,6,2,1,0.2222222222222222,4.7,1
C_000137,Male,43,Hyderabad,761,Bike,19,18,1,0,0.05263157894736842,4.4,0
C_000138,Non-Binary,31,Mumbai,165,Auto,10,6,3,1,0.3,4.5,1
C_000139,Non-Binary,56,Bangalore,252,Bike,11,7,3,1,0.2727272727272727,4.6,1
C_000140,Non-Binary,44,Delhi,32,Bike,6,4,2,0,0.3333333333333333,4.8,1
C_000141,Female,26,Chennai,992,Bike,8,7,1,0,0.125,4.8,0
C_000142,Male,32,Hyderabad,265,Bike,10,6,1,3,0.1,4.5,0
C_000143,Non-Binary,32,Chennai,883,Auto,9,6,2,1,0.2222222222222222,4.3,1
C_000144,Female,43,Bangalore,494,Bike,16,12,4,0,0.25,3.9,1
C_000145,Male,59,Delhi,257,Cab,11,11,0,0,0.0,4.5,0
C_000146,Non-Binary,30,Chennai,942,Auto,9,6,1,2,0.1111111111111111,4.9,0
C_000147,Non-Binary,49,Chennai,683,Cab,13,8,3,2,0.23076923076923078,4.3,1
C_000148,Male,56,Hyderabad,528,Auto,6,3,2,1,0.3333333333333333,4.0,1
C_000149,Non-Binary,49,Hyderabad,550,Cab,6,3,1,2,0.16666666666666666,3.8,0
C_000150,Female,21,Delhi,731,Bike,11,8,2,1,0.18181818181818182,4.6,0
C_000151,Female,47,Hyderabad,891,Auto,10,10,0,0,0.0,3.5,0
C_000152,Non-Binary,54,Chennai,946,Cab,9,6,3,0,0.3333333333333333,4.6,1
C_000153,Non-Binary,40,Chennai,706,Bike,16,9,5,2,0.3125,4.2,1
C_000154,Non-Binary,56,Bangalore,168,Bike,11,6,4,1,0.36363636363636365,5.0,1
C_000155,Non-Binary,62,Chennai,305,Bike,9,7,2,0,0.2222222222222222,4.6,1
C_000156,Female,32,Delhi,320,Bike,5,4,1,0,0.2,4.8,0
C_000157,Non-Binary,60,Mumbai,82,Bike,8,7,0,1,0.0,4.3,0
C_000158,Non-Binary,46,Bangalore,716,Cab,9,4,3,2,0.3333333333333333,4.5,1
C_000159,Non-Binary,53,Bangalore,139,Cab,8,5,0,3,0.0,3.6,0
C_000160,Female,30,Delhi,744,Auto,5,3,2,0,0.4,4.3,1
C_000161,Male,49,Delhi,977,Cab,6,4,1,1,0.16666666666666666,3.6,0
C_000162,Male,24,Hyderabad,677,Auto,9,4,4,1,0.4444444444444444,3.7,1
C_000163,Female,39,Bangalore,33,Cab,13,11,2,0,0.15384615384615385,4.9,0
C_000164,Male,45,Hyderabad,696,Bike,12,8,4,0,0.3333333333333333,3.8,1
C_000165,Female,19,Chennai,713,Cab,14,8,5,1,0.35714285714285715,4.0,1
C_000166,Male,59,Bangalore,965,Bike,11,6,3,2,0.2727272727272727,3.5,1
C_000167,Male,62,Bangalore,899,Cab,11,5,4,2,0.36363636363636365,3.9,1
C_000168,Male,23,Mumbai,76,Bike,10,4,6,0,0.6,5.0,1
C_000169,Female,45,Bangalore,123,Bike,6,6,0,0,0.0,4.8,0
C_000170,Non-Binary,45,Chennai,969,Cab,11,6,1,4,0.09090909090909091,4.9,0
C_000171,Non-Binary,61,Hyderabad,589,Bike,16,11,4,1,0.25,4.8,1
C_000172,Male,61,Hyderabad,781,Cab,8,8,0,0,0.0,4.2,0
C_000173,Non-Binary,37,Mumbai,888,Cab,12,11,1,0,0.08333333333333333,4.2,0
C_000174,Male,47,Chennai,242,Bike,15,10,5,0,0.3333333333333333,4.0,1
C_000175,Non-Binary,28,Hyderabad,465,Auto,9,6,3,0,0.3333333333333333,4.2,1
C_000176,Female,45,Delhi,881,Bike,10,8,1,1,0.1,4.8,0
C_000177,Male,42,Chennai,537,Bike,15,10,4,1,0.26666666666666666,3.5,1
C_000178,Female,56,Chennai,865,Auto,13,11,0,2,0.0,4.3,0
C_000179,Female,50,Mumbai,680,Cab,5,2,2,1,0.4,4.8,1
C_000180,Non-Binary,18,Hyderabad,234,Auto,8,7,1,0,0.125,4.4,0
C_000181,Non-Binary,44,Chennai,410,Bike,7,5,1,1,0.14285714285714285,3.6,0
C_000182,Male,30,Hyderabad,102,Bike,5,2,2,1,0.4,4.3,1
C_000183,Female,58,Delhi,545,Auto,17,12,3,2,0.17647058823529413,4.6,0
C_000184,Male,20,Mumbai,105,Bike,7,5,2,0,0.2857142857142857,4.2,1
C_000185,Non-Binary,56,Delhi,870,Cab,10,5,3,2,0.3,3.8,1
C_000186,Non-Binary,23,Mumbai,106,Bike,12,7,3,2,0.25,4.9,1
C_000187,Male,25,Chennai,845,Bike,13,10,3,0,0.23076923076923078,5.0,1
C_000188,Female,44,Mumbai,797,Cab,11,10,1,0,0.09090909090909091,4.1,0
C_000189,Female,26,Bangalore,439,Cab,12,8,4,0,0.3333333333333333,4.2,1
C_000190,Female,54,Hyderabad,643,Auto,6,5,1,0,0.16666666666666666,4.7,0
C_000191,Female,50,Hyderabad,135,Auto,13,12,0,1,0.0,4.9,0
C_000192,Non-Binary,59,Bangalore,874,Auto,6,1,5,0,0.8333333333333334,3.7,1
C_000193,Male,61,Delhi,580,Bike,10,10,0,0,0.0,3.7,0
C_000194,Non-Binary,41,Bangalore,505,Auto,2,2,0,0,0.0,4.3,0
C_000195,Non-Binary,32,Chennai,855,Cab,6,4,2,0,0.3333333333333333,3.7,1
C_000196,Non-Binary,49,Chennai,304,Auto,6,5,1,0,0.16666666666666666,4.2,0
C_000197,Non-Binary,49,Hyderabad,117,Cab,14,9,3,2,0.21428571428571427,4.3,1
C_000198,Male,41,Chennai,752,Cab,13,9,3,1,0.23076923076923078,4.5,1
C_000199,Male,58,Hyderabad,910,Cab,12,11,1,0,0.08333333333333333,4.6,0
C_000200,Female,29,Bangalore,106,Bike,6,3,3,0,0.5,4.8,1
C_000201,Male,56,Bangalore,106,Bike,13,7,4,2,0.3076923076923077,3.9,1
C_000202,Non-Binary,19,Bangalore,471,Bike,8,6,1,1,0.125,4.0,0
C_000203,Female,20,Hyderabad,569,Bike,9,5,1,3,0.1111111111111111,3.7,0
C_000204,Female,54,Bangalore,274,Bike,14,10,3,1,0.21428571428571427,4.9,1
C_000205,Male,34,Bangalore,607,Bike,7,5,2,0,0.2857142857142857,4.4,1
C_000206,Female,19,Delhi,807,Cab,12,10,2,0,0.16666666666666666,3.5,0
C_000207,Male,19,Bangalore,411,Bike,12,10,1,1,0.08333333333333333,3.7,0
C_000208,Female,45,Chennai,746,Auto,6,5,1,0,0.16666666666666666,3.9,0
C_000209,Non-Binary,40,Hyderabad,599,Auto,10,8,1,1,0.1,4.8,0
C_000210,Female,54,Delhi,742,Bike,11,9,2,0,0.18181818181818182,4.8,0
C_000211,Male,49,Mumbai,766,Cab,11,5,4,2,0.36363636363636365,3.6,1
C_000212,Non-Binary,50,Hyderabad,171,Bike,5,4,1,0,0.2,4.2,0
C_000213,Female,18,Chennai,922,Cab,11,7,4,0,0.36363636363636365,3.8,1
C_000214,Male,36,Hyderabad,397,Cab,9,5,4,0,0.4444444444444444,4.8,1
C_000215,Non-Binary,19,Chennai,113,Bike,10,8,2,0,0.2,4.8,0
C_000216,Non-Binary,61,Chennai,172,Bike,6,5,1,0,0.16666666666666666,4.2,0
C_000217,Non-Binary,43,Mumbai,381,Cab,3,1,2,0,0.6666666666666666,4.1,1
C_000218,Male,49,Hyderabad,574,Auto,7,5,2,0,0.2857142857142857,3.8,1
C_000219,Non-Binary,23,Mumbai,942,Auto,15,12,3,0,0.2,4.7,0
C_000220,Female,49,Mumbai,181,Auto,8,7,1,0,0.125,3.9,0
C_000221,Female,21,Hyderabad,187,Cab,11,9,0,2,0.0,4.4,0
C_000222,Non-Binary,28,Bangalore,475,Cab,6,3,2,1,0.3333333333333333,3.5,1
C_000223,Non-Binary,34,Bangalore,682,Auto,14,9,2,3,0.14285714285714285,3.7,0
C_000224,Male,55,Mumbai,987,Auto,12,9,2,1,0.16666666666666666,4.3,0
C_000225,Female,41,Delhi,792,Cab,6,5,1,0,0.16666666666666666,4.8,0
C_000226,Non-Binary,22,Mumbai,332,Auto,11,8,2,1,0.18181818181818182,4.5,0
C_000227,Non-Binary,51,Mumbai,653,Cab,10,8,2,0,0.2,4.7,0
C_000228,Female,23,Mumbai,685,Bike,11,10,1,0,0.09090909090909091,4.3,0
C_000229,Non-Binary,39,Bangalore,479,Cab,9,6,1,2,0.1111111111111111,5.0,0
C_000230,Male,28,Bangalore,750,Auto,12,8,3,1,0.25,4.5,1
C_000231,Female,33,Bangalore,253,Bike,16,13,2,1,0.125,4.1,0
C_000232,Female,50,Mumbai,72,Cab,13,7,4,2,0.3076923076923077,4.2,1
C_000233,Non-Binary,26,Delhi,293,Cab,15,10,4,1,0.26666666666666666,5.0,1
C_000234,Female,23,Bangalore,785,Bike,7,6,1,0,0.14285714285714285,4.2,0
C_000235,Male,33,Hyderabad,32,Auto,10,6,2,2,0.2,3.9,0
C_000236,Female,46,Hyderabad,666,Auto,8,4,3,1,0.375,4.1,1
C_000237,Male,20,Hyderabad,297,Cab,7,4,3,0,0.42857142857142855,4.5,1
C_000238,Non-Binary,37,Chennai,625,Auto,6,5,1,0,0.16666666666666666,5.0,0
C_000239,Male,53,Mumbai,45,Bike,10,6,3,1,0.3,4.5,1
C_000240,Non-Binary,36,Hyderabad,363,Bike,12,6,5,1,0.4166666666666667,3.6,1
C_000241,Male,43,Mumbai,493,Bike,9,4,4,1,0.4444444444444444,5.0,1
C_000242,Non-Binary,20,Hyderabad,88,Auto,10,7,3,0,0.3,5.0,1
C_000243,Non-Binary,36,Delhi,206,Cab,10,8,1,1,0.1,4.7,0
C_000244,Male,37,Mumbai,92,Bike,9,3,5,1,0.5555555555555556,4.8,1
C_000245,Male,49,Hyderabad,987,Bike,8,1,6,1,0.75,3.6,1
C_000246,Female,24,Bangalore,590,Cab,9,7,1,1,0.1111111111111111,5.0,0
C_000247,Non-Binary,58,Mumbai,336,Cab,10,5,4,1,0.4,4.0,1
C_000248,Female,50,Chennai,275,Cab,8,4,2,2,0.25,4.8,1
C_000249,Female,57,Bangalore,318,Auto,9,7,1,1,0.1111111111111111,3.9,0
C_000250,Non-Binary,56,Bangalore,827,Bike,10,8,2,0,0.2,4.2,0
C_000251,Male,35,Chennai,984,Cab,10,8,2,0,0.2,4.3,0
C_000252,Male,57,Bangalore,361,Auto,7,6,1,0,0.14285714285714285,4.2,0
C_000253,Non-Binary,18,Bangalore,556,Bike,12,8,3,1,0.25,4.4,1
C_000254,Female,28,Hyderabad,879,Bike,10,5,3,2,0.3,4.9,1
C_000255,Female,45,Hyderabad,284,Auto,14,9,5,0,0.35714285714285715,4.1,1
C_000256,Female,42,Mumbai,633,Cab,13,8,2,3,0.15384615384615385,4.7,0
C_000257,Non-Binary,40,Mumbai,539,Auto,6,3,2,1,0.3333333333333333,4.8,1
C_000258,Female,48,Mumbai,820,Auto,12,8,3,1,0.25,5.0,1
C_000259,Female,47,Hyderabad,747,Bike,7,6,1,0,0.14285714285714285,4.0,0
C_000260,Female,59,Mumbai,635,Cab,9,6,2,1,0.2222222222222222,3.6,1
C_000261,Female,52,Bangalore,766,Bike,8,6,1,1,0.125,3.8,0
C_000262,Male,24,Hyderabad,842,Auto,4,3,1,0,0.25,3.9,1
C_000263,Non-Binary,33,Mumbai,859,Bike,8,6,2,0,0.25,4.7,1
C_000264,Non-Binary,43,Bangalore,492,Bike,8,3,5,0,0.625,4.1,1
C_000265,Female,19,Mumbai,228,Cab,6,5,1,0,0.16666666666666666,5.0,0
C_000266,Female,18,Delhi,300,Bike,10,7,3,0,0.3,3.6,1
C_000267,Non-Binary,29,Mumbai,775,Bike,8,4,0,4,0.0,4.6,0
C_000268,Male,22,Delhi,587,Cab,16,12,2,2,0.125,4.6,0
C_000269,Non-Binary,54,Mumbai,93,Cab,7,5,1,1,0.14285714285714285,3.9,0
C_000270,Non-Binary,49,Chennai,259,Cab,12,8,4,0,0.3333333333333333,4.8,1
C_000271,Female,26,Mumbai,971,Bike,12,8,4,0,0.3333333333333333,4.4,1
C_000272,Male,58,Hyderabad,981,Bike,10,9,0,1,0.0,3.8,0
C_000273,Male,52,Hyderabad,278,Bike,10,9,1,0,0.1,3.6,0
C_000274,Female,36,Delhi,275,Auto,7,5,1,1,0.14285714285714285,4.3,0
C_000275,Non-Binary,33,Hyderabad,969,Auto,15,8,5,2,0.3333333333333333,4.7,1
C_000276,Male,20,Bangalore,616,Auto,14,10,3,1,0.21428571428571427,4.1,1
C_000277,Non-Binary,37,Chennai,186,Auto,14,9,4,1,0.2857142857142857,4.8,1
C_000278,Female,41,Chennai,764,Auto,11,7,4,0,0.36363636363636365,4.6,1
C_000279,Female,50,Bangalore,731,Bike,8,5,3,0,0.375,3.8,1
C_000280,Non-Binary,41,Delhi,593,Bike,13,5,6,2,0.46153846153846156,3.6,1
C_000281,Male,28,Bangalore,979,Auto,13,10,3,0,0.23076923076923078,4.6,1
C_000282,Non-Binary,25,Bangalore,117,Bike,8,6,2,0,0.25,5.0,1
C_000283,Male,53,Chennai,342,Cab,6,3,2,1,0.3333333333333333,4.0,1
C_000284,Female,55,Mumbai,880,Cab,9,5,2,2,0.2222222222222222,3.5,1
C_000285,Non-Binary,57,Chennai,95,Cab,10,6,4,0,0.4,4.1,1
C_000286,Female,37,Chennai,691,Auto,10,7,2,1,0.2,3.9,0
C_000287,Female,52,Hyderabad,49,Bike,8,7,1,0,0.125,4.6,0
C_000288,Male,42,Bangalore,62,Cab,6,4,1,1,0.16666666666666666,3.6,0
C_000289,Male,52,Chennai,869,Cab,9,7,1,1,0.1111111111111111,4.1,0
C_000290,Male,42,Bangalore,822,Auto,7,4,2,1,0.2857142857142857,3.6,1
C_000291,Non-Binary,46,Hyderabad,587,Cab,8,7,1,0,0.125,4.8,0
C_000292,Male,35,Bangalore,102,Bike,13,8,5,0,0.38461538461538464,4.1,1
C_000293,Non-Binary,63,Chennai,895,Auto,8,3,4,1,0.5,3.8,1
C_000294,Non-Binary,35,Bangalore,854,Cab,9,5,4,0,0.4444444444444444,4.5,1
C_000295,Male,19,Hyderabad,372,Bike,9,5,4,0,0.4444444444444444,4.3,1
C_000296,Female,52,Mumbai,162,Auto,9,7,2,0,0.2222222222222222,3.6,1
C_000297,Non-Binary,33,Bangalore,84,Bike,7,6,1,0,0.14285714285714285,3.8,0
C_000298,Non-Binary,58,Chennai,90,Auto,8,6,2,0,0.25,4.2,1
C_000299,Male,53,Hyderabad,886,Auto,10,4,5,1,0.5,4.8,1
C_000300,Non-Binary,50,Chennai,549,Auto,9,7,2,0,0.2222222222222222,4.0,1
C_000301,Male,21,Chennai,301,Auto,7,5,2,0,0.2857142857142857,5.0,1
C_000302,Female,50,Bangalore,275,Cab,11,8,3,0,0.2727272727272727,3.6,1
C_000303,Female,31,Chennai,205,Bike,16,9,6,1,0.375,3.8,1
C_000304,Non-Binary,38,Bangalore,657,Cab,12,9,2,1,0.16666666666666666,4.3,0
C_000305,Male,37,Mumbai,346,Cab,6,5,0,1,0.0,4.2,0
C_000306,Male,25,Chennai,812,Bike,13,11,2,0,0.15384615384615385,3.8,0
C_000307,Male,24,Chennai,734,Bike,13,6,5,2,0.38461538461538464,4.6,1
C_000308,Female,20,Chennai,691,Cab,10,9,0,1,0.0,3.8,0
C_000309,Female,34,Delhi,160,Bike,11,5,4,2,0.36363636363636365,4.6,1
C_000310,Male,50,Delhi,131,Auto,6,4,1,1,0.16666666666666666,4.7,0
C_000311,Male,29,Hyderabad,339,Bike,10,6,4,0,0.4,4.0,1
