city,pickup_location,hour_of_day,vehicle_type,total_requests,completed_rides,cancelled_rides,avg_wait_time_min,avg_surge_multiplier,demand_level
Bangalore,Loc_10,6,Cab,5,4,1,63.489999999999995,1.48,Low
Bangalore,Loc_10,7,Auto,6,3,2,61.95166666666666,1.5999999999999999,Medium
Bangalore,Loc_10,7,Bike,8,6,1,76.19375,1.5,Medium
Bangalore,Loc_10,7,Cab,4,3,1,46.1125,1.4,Low
Bangalore,Loc_10,8,Auto,7,4,2,66.62285714285714,1.742857142857143,Medium
Bangalore,Loc_10,8,Bike,7,6,0,74.28428571428572,1.957142857142857,Medium
Bangalore,Loc_10,8,Cab,7,6,1,78.89714285714285,1.657142857142857,Medium
Bangalore,Loc_10,9,Auto,6,4,1,71.41166666666668,1.75,Medium
Bangalore,Loc_10,9,Bike,10,7,3,37.794,1.8,Medium
Bangalore,Loc_10,9,Cab,9,7,0,77.96777777777778,1.7333333333333334,Medium
Bangalore,Loc_10,10,Auto,7,5,1,40.64714285714286,1.842857142857143,Medium
Bangalore,Loc_10,10,Bike,4,1,1,82.5225,1.775,Low
Bangalore,Loc_10,10,Cab,6,4,1,52.083333333333336,1.7,Medium
Bangalore,Loc_10,11,Auto,5,4,1,51.354,1.42,Low
Bangalore,Loc_10,11,Bike,4,4,0,60.3525,1.45,Low
Bangalore,Loc_10,11,Cab,4,3,1,48.5175,1.425,Low
Bangalore,Loc_10,12,Auto,5,2,2,71.476,1.64,Low
Bangalore,Loc_10,12,Bike,2,1,0,16.425,1.5,Low
Bangalore,Loc_10,12,Cab,5,4,0,59.952,1.54,Low
Bangalore,Loc_10,13,Auto,4,3,1,91.5175,1.525,Low
Bangalore,Loc_10,13,Bike,5,4,1,71.428,1.48,Low
Bangalore,Loc_10,13,Cab,5,4,1,65.236,1.64,Low
Bangalore,Loc_10,14,Auto,5,2,3,61.86800000000001,1.48,Low
Bangalore,Loc_10,14,Bike,4,4,0,104.8475,1.525,Low
Bangalore,Loc_10,14,Cab,3,2,0,105.57,1.4333333333333333,Low
Bangalore,Loc_10,15,Auto,4,3,0,20.285,1.525,Low
Bangalore,Loc_10,15,Bike,4,3,1,87.5025,1.725,Low
Bangalore,Loc_10,15,Cab,2,1,1,65.26,1.6,Low
Bangalore,Loc_10,16,Auto,4,2,1,60.572500000000005,1.625,Low
Bangalore,Loc_10,16,Bike,5,5,0,58.477999999999994,1.8,Low
Bangalore,Loc_10,16,Cab,4,4,0,43.54,1.275,Low
Bangalore,Loc_10,17,Auto,5,4,1,47.854,1.6800000000000002,Low
Bangalore,Loc_10,17,Bike,5,3,1,37.39,1.92,Low
Bangalore,Loc_10,17,Cab,4,2,1,48.1025,2.15,Low
Bangalore,Loc_10,18,Auto,4,2,0,62.677499999999995,1.9,Low
Bangalore,Loc_10,18,Bike,10,5,2,55.361000000000004,1.67,Medium
Bangalore,Loc_10,18,Cab,4,3,0,62.06999999999999,2.05,Low
Bangalore,Loc_10,19,Auto,5,4,1,54.27,1.6800000000000002,Low
Bangalore,Loc_10,19,Bike,6,5,1,65.52499999999999,1.5999999999999999,Medium
Bangalore,Loc_10,19,Cab,5,3,1,60.866,1.6800000000000002,Low
Bangalore,Loc_10,20,Auto,6,2,3,57.62833333333333,1.7833333333333332,Medium
Bangalore,Loc_10,20,Bike,8,4,4,57.055,1.6375,Medium
Bangalore,Loc_10,20,Cab,5,4,1,48.306,1.8199999999999998,Low
Bangalore,Loc_10,21,Bike,10,9,0,48.91,1.3800000000000001,Medium
Bangalore,Loc_10,21,Cab,8,6,2,65.66125,1.6125,Medium
Bangalore,Loc_10,22,Auto,8,7,1,59.855000000000004,1.3125,Medium
Bangalore,Loc_10,22,Bike,7,4,1,88.26,1.7428571428571427,Medium
Bangalore,Loc_10,22,Cab,8,3,5,81.91,1.625,Medium
Bangalore,Loc_10,23,Auto,8,7,1,66.47,1.5375,Medium
Bangalore,Loc_10,23,Bike,8,6,1,49.17125,1.375,Medium
Bangalore,Loc_10,23,Cab,7,3,3,67.98714285714286,1.5142857142857142,Medium
Bangalore,Loc_11,0,Auto,6,5,1,65.42666666666666,1.75,Medium
Bangalore,Loc_11,0,Bike,5,3,1,62.251999999999995,1.6600000000000001,Low
Bangalore,Loc_11,0,Cab,3,0,3,52.27666666666667,1.8,Low
Bangalore,Loc_11,1,Auto,6,4,2,57.39166666666667,1.5833333333333333,Medium
Bangalore,Loc_11,1,Bike,5,5,0,60.403999999999996,1.36,Low
Bangalore,Loc_11,1,Cab,6,3,2,43.69,1.4000000000000001,Medium
Bangalore,Loc_11,2,Auto,2,1,1,90.82,1.2999999999999998,Low
Bangalore,Loc_11,2,Bike,1,1,0,148.94,1.4,Low
Bangalore,Loc_11,2,Cab,5,2,3,90.59200000000001,1.6600000000000001,Low
Bangalore,Loc_11,3,Auto,9,6,2,61.46888888888889,1.5333333333333334,Medium
Bangalore,Loc_11,3,Bike,7,4,2,54.37571428571429,1.7142857142857142,Medium
Bangalore,Loc_11,3,Cab,7,4,3,77.02,1.5571428571428572,Medium
Bangalore,Loc_11,4,Auto,3,2,0,51.92666666666667,1.5666666666666667,Low
Bangalore,Loc_11,4,Bike,7,6,1,73.89571428571428,1.5142857142857142,Medium
Bangalore,Loc_11,4,Cab,7,5,2,87.05999999999999,1.5142857142857142,Medium
Bangalore,Loc_11,5,Auto,7,5,2,77.88142857142857,1.542857142857143,Medium
Bangalore,Loc_11,5,Bike,3,1,0,72.10333333333334,1.4666666666666668,Low
Bangalore,Loc_11,5,Cab,4,3,1,39.089999999999996,1.45,Low
Bangalore,Loc_11,6,Auto,7,4,2,39.67142857142857,1.4714285714285715,Medium
Bangalore,Loc_11,6,Bike,8,5,2,66.235,1.6125,Medium
Bangalore,Loc_11,6,Cab,7,3,4,63.72571428571428,1.7428571428571427,Medium
Bangalore,Loc_11,7,Auto,5,4,1,33.506,1.52,Low
Bangalore,Loc_11,7,Bike,4,3,0,48.195,1.45,Low
Bangalore,Loc_11,7,Cab,4,3,0,55.599999999999994,1.475,Low
Bangalore,Loc_11,8,Auto,4,2,1,89.22,1.825,Low
Bangalore,Loc_11,8,Bike,7,5,2,81.81714285714285,1.8142857142857143,Medium
Bangalore,Loc_11,8,Cab,6,3,3,58.74333333333333,1.9833333333333334,Medium
Bangalore,Loc_11,9,Auto,9,6,3,58.96555555555556,1.822222222222222,Medium
Bangalore,Loc_11,9,Bike,3,2,1,24.683333333333337,1.7,Low
Bangalore,Loc_11,9,Cab,5,4,0,83.738,1.9,Low
Bangalore,Loc_11,10,Auto,4,3,1,44.11,1.6500000000000001,Low
Bangalore,Loc_11,10,Bike,6,4,1,77.26,1.8333333333333333,Medium
Bangalore,Loc_11,10,Cab,3,1,2,30.563333333333333,1.7,Low
Bangalore,Loc_11,11,Auto,4,4,0,33.3075,1.5,Low
Bangalore,Loc_11,11,Bike,6,3,1,57.276666666666664,1.5999999999999999,Medium
Bangalore,Loc_11,11,Cab,5,3,2,34.086,1.3800000000000001,Low
Bangalore,Loc_11,12,Auto,7,7,0,53.72428571428571,1.5714285714285714,Medium
Bangalore,Loc_11,12,Bike,3,3,0,53.74333333333333,1.3,Low
Bangalore,Loc_11,12,Cab,4,3,1,45.8375,1.5,Low
Bangalore,Loc_11,13,Auto,3,3,0,56.830000000000005,1.4000000000000001,Low
Bangalore,Loc_11,13,Bike,5,3,1,52.31,1.44,Low
Bangalore,Loc_11,13,Cab,10,6,3,53.277,1.5,Medium
Bangalore,Loc_11,14,Auto,5,5,0,57.26800000000001,1.44,Low
Bangalore,Loc_11,14,Bike,9,6,1,57.61333333333333,1.488888888888889,Medium
Bangalore,Loc_11,14,Cab,2,2,0,61.459999999999994,1.45,Low
Bangalore,Loc_11,15,Auto,9,8,1,59.126666666666665,1.5555555555555556,Medium
Bangalore,Loc_11,15,Bike,4,2,2,26.2475,1.85,Low
Bangalore,Loc_11,15,Cab,6,5,1,74.58333333333333,1.4166666666666667,Medium
Bangalore,Loc_11,16,Auto,4,4,0,31.185,1.5,Low
Bangalore,Loc_11,16,Bike,4,2,1,124.55499999999999,1.5499999999999998,Low
Bangalore,Loc_11,16,Cab,8,5,3,69.075,1.65,Medium
Bangalore,Loc_11,17,Bike,6,3,2,53.92166666666666,1.6833333333333333,Medium
Bangalore,Loc_11,17,Cab,4,4,0,70.97,1.8,Low
Bangalore,Loc_11,18,Auto,3,1,1,22.096666666666664,1.9333333333333333,Low
Bangalore,Loc_11,18,Bike,3,1,2,31.483333333333334,1.9333333333333333,Low
Bangalore,Loc_11,18,Cab,7,5,2,51.26285714285715,1.6285714285714286,Medium
Bangalore,Loc_11,19,Auto,3,3,0,39.31333333333333,1.5999999999999999,Low
Bangalore,Loc_11,19,Bike,4,2,2,95.2125,2.0999999999999996,Low
Bangalore,Loc_11,19,Cab,6,4,1,87.49333333333334,2.1333333333333333,Medium
Bangalore,Loc_11,20,Auto,5,4,1,66.502,1.72,Low
Bangalore,Loc_11,20,Bike,3,3,0,77.74333333333334,1.8333333333333333,Low
Bangalore,Loc_11,20,Cab,4,4,0,121.655,1.7,Low
Bangalore,Loc_11,21,Auto,3,2,1,27.713333333333335,1.5666666666666667,Low
Bangalore,Loc_11,21,Bike,3,2,0,108.74666666666667,1.4333333333333333,Low
Bangalore,Loc_11,21,Cab,7,6,1,62.74,1.542857142857143,Medium
Bangalore,Loc_11,22,Auto,2,0,2,79.045,1.7000000000000002,Low
Bangalore,Loc_11,22,Bike,2,1,1,57.73,1.65,Low
Bangalore,Loc_11,22,Cab,2,2,0,42.97,1.4,Low
Bangalore,Loc_11,23,Auto,3,3,0,49.35,1.2666666666666666,Low
Bangalore,Loc_11,23,Bike,9,7,1,51.40555555555555,1.3777777777777778,Medium
Bangalore,Loc_11,23,Cab,6,6,0,62.903333333333336,1.3,Medium
Bangalore,Loc_12,0,Auto,4,4,0,95.44,1.475,Low
Bangalore,Loc_12,0,Bike,7,4,3,71.2642857142857,1.5857142857142856,Medium
Bangalore,Loc_12,0,Cab,8,8,0,68.69749999999999,1.35,Medium
Bangalore,Loc_12,1,Auto,7,5,2,38.12714285714286,1.5999999999999999,Medium
Bangalore,Loc_12,1,Bike,12,7,5,62.442499999999995,1.4666666666666668,Medium
Bangalore,Loc_12,1,Cab,4,3,1,89.49,1.6,Low
Bangalore,Loc_12,2,Auto,4,2,1,101.88,1.65,Low
Bangalore,Loc_12,2,Bike,10,9,1,57.81699999999999,1.47,Medium
Bangalore,Loc_12,2,Cab,4,4,0,49.1575,1.225,Low
Bangalore,Loc_12,3,Auto,4,3,1,62.365,1.575,Low
Bangalore,Loc_12,3,Bike,6,5,1,75.51,1.6666666666666667,Medium
Bangalore,Loc_12,3,Cab,10,7,1,61.04,1.46,Medium
Bangalore,Loc_12,4,Auto,3,2,1,72.65333333333334,1.5,Low
Bangalore,Loc_12,4,Bike,7,5,2,55.36,1.5285714285714285,Medium
Bangalore,Loc_12,4,Cab,5,5,0,45.124,1.6,Low
Bangalore,Loc_12,5,Auto,4,4,0,85.575,1.55,Low
Bangalore,Loc_12,5,Bike,8,5,2,61.295,1.5125,Medium
Bangalore,Loc_12,5,Cab,8,5,3,55.045,1.5375,Medium
Bangalore,Loc_12,6,Auto,4,3,1,28.7575,1.5,Low
Bangalore,Loc_12,6,Bike,8,8,0,49.29,1.4,Medium
Bangalore,Loc_12,6,Cab,6,4,1,54.586666666666666,1.3833333333333335,Medium
Bangalore,Loc_12,7,Auto,4,0,4,81.3125,1.5,Low
Bangalore,Loc_12,7,Bike,5,5,0,97.738,1.52,Low
Bangalore,Loc_12,7,Cab,3,1,2,61.53333333333333,1.5333333333333332,Low
Bangalore,Loc_12,8,Auto,4,4,0,20.9125,1.625,Low
Bangalore,Loc_12,8,Bike,5,4,0,48.25,2.02,Low
Bangalore,Loc_12,8,Cab,8,4,3,57.32625,1.7875,Medium
Bangalore,Loc_12,9,Auto,3,3,0,45.63666666666666,1.5999999999999999,Low
Bangalore,Loc_12,9,Bike,8,6,2,63.91375,1.7875,Medium
Bangalore,Loc_12,9,Cab,3,3,0,59.669999999999995,1.9333333333333333,Low
Bangalore,Loc_12,10,Auto,8,4,4,54.6775,1.9874999999999998,Medium
Bangalore,Loc_12,10,Bike,7,4,3,63.99,2.0,Medium
Bangalore,Loc_12,10,Cab,4,4,0,68.425,1.775,Low
Bangalore,Loc_12,11,Auto,4,4,0,65.5925,1.425,Low
Bangalore,Loc_12,11,Bike,7,6,1,60.792857142857144,1.7571428571428573,Medium
Bangalore,Loc_12,11,Cab,7,5,2,23.818571428571428,1.3142857142857143,Medium
Bangalore,Loc_12,12,Auto,6,3,2,75.485,1.5833333333333333,Medium
Bangalore,Loc_12,12,Bike,3,1,1,121.53000000000002,1.7333333333333334,Low
Bangalore,Loc_12,12,Cab,6,2,2,101.38,1.6666666666666667,Medium
Bangalore,Loc_12,13,Auto,7,2,3,43.199999999999996,1.5571428571428572,Medium
Bangalore,Loc_12,13,Bike,2,2,0,125.15,1.85,Low
Bangalore,Loc_12,13,Cab,6,6,0,66.375,1.4000000000000001,Medium
Bangalore,Loc_12,14,Auto,3,3,0,54.81,1.4000000000000001,Low
Bangalore,Loc_12,14,Bike,5,4,1,54.220000000000006,1.6199999999999999,Low
Bangalore,Loc_12,14,Cab,3,1,1,97.38999999999999,1.8,Low
Bangalore,Loc_12,15,Auto,6,4,2,87.925,1.55,Medium
Bangalore,Loc_12,15,Bike,4,4,0,64.6725,1.375,Low
Bangalore,Loc_12,15,Cab,5,4,1,28.137999999999998,1.24,Low
Bangalore,Loc_12,16,Auto,7,6,1,60.16428571428572,1.842857142857143,Medium
Bangalore,Loc_12,16,Bike,3,3,0,44.16,1.2,Low
Bangalore,Loc_12,16,Cab,10,6,3,63.747,1.52,Medium
Bangalore,Loc_12,17,Auto,4,3,0,56.775,1.8,Low
Bangalore,Loc_12,17,Bike,5,4,0,96.83,2.02,Low
Bangalore,Loc_12,17,Cab,4,3,1,57.74250000000001,1.95,Low
Bangalore,Loc_12,18,Auto,1,1,0,43.05,1.3,Low
Bangalore,Loc_12,18,Bike,8,4,2,88.31875,1.85,Medium
Bangalore,Loc_12,18,Cab,2,1,1,29.225,1.6,Low
Bangalore,Loc_12,19,Auto,2,2,0,65.0,1.95,Low
Bangalore,Loc_12,19,Bike,2,0,2,61.97,2.05,Low
Bangalore,Loc_12,19,Cab,4,3,1,53.1125,1.775,Low
Bangalore,Loc_12,20,Auto,6,4,2,44.85666666666666,1.9666666666666668,Medium
Bangalore,Loc_12,20,Bike,4,3,0,43.247499999999995,1.8,Low
Bangalore,Loc_12,20,Cab,5,1,4,89.31,1.8399999999999999,Low
Bangalore,Loc_12,21,Auto,9,7,0,59.31333333333334,1.4666666666666666,Medium
Bangalore,Loc_12,21,Bike,7,4,2,43.89857142857143,1.2428571428571427,Medium
Bangalore,Loc_12,21,Cab,6,3,2,44.208333333333336,1.6666666666666667,Medium
Bangalore,Loc_12,22,Auto,3,3,0,46.9,1.4333333333333333,Low
Bangalore,Loc_12,22,Bike,6,4,2,38.443333333333335,1.3833333333333335,Medium
Bangalore,Loc_12,22,Cab,8,6,2,73.7225,1.3125,Medium
Bangalore,Loc_12,23,Auto,6,5,1,45.665,1.3666666666666665,Medium
Bangalore,Loc_12,23,Bike,6,5,1,56.48833333333334,1.5,Medium
Bangalore,Loc_12,23,Cab,4,2,2,82.405,1.5,Low
Bangalore,Loc_13,0,Auto,4,1,2,68.4675,1.6,Low
Bangalore,Loc_13,0,Bike,7,5,1,63.55285714285714,1.4428571428571428,Medium
Bangalore,Loc_13,0,Cab,4,4,0,65.3875,1.575,Low
Bangalore,Loc_13,1,Auto,5,3,2,67.576,1.1800000000000002,Low
Bangalore,Loc_13,1,Bike,5,3,1,93.012,1.72,Low
Bangalore,Loc_13,1,Cab,5,4,0,101.66400000000002,1.6600000000000001,Low
Bangalore,Loc_13,2,Auto,6,4,2,78.85000000000001,1.5666666666666667,Medium
Bangalore,Loc_13,2,Bike,5,4,0,55.274,1.28,Low
Bangalore,Loc_13,2,Cab,4,2,0,71.92999999999999,1.475,Low
Bangalore,Loc_13,3,Auto,7,5,2,59.06,1.5142857142857142,Medium
Bangalore,Loc_13,3,Bike,10,5,3,78.777,1.48,Medium
Bangalore,Loc_13,3,Cab,3,2,1,58.48,2.0,Low
Bangalore,Loc_13,4,Auto,7,3,3,57.255714285714284,1.6142857142857143,Medium
Bangalore,Loc_13,4,Bike,7,3,4,37.291428571428575,1.457142857142857,Medium
Bangalore,Loc_13,4,Cab,6,3,2,27.348333333333333,1.5166666666666666,Medium
Bangalore,Loc_13,5,Auto,8,7,1,79.26875,1.425,Medium
Bangalore,Loc_13,5,Bike,6,5,1,75.56,1.4666666666666668,Medium
Bangalore,Loc_13,5,Cab,6,3,1,61.07333333333333,1.4166666666666667,Medium
Bangalore,Loc_13,6,Auto,9,7,1,47.28333333333333,1.4555555555555555,Medium
Bangalore,Loc_13,6,Bike,9,8,1,63.537777777777784,1.3777777777777778,Medium
Bangalore,Loc_13,6,Cab,4,3,0,77.9025,1.525,Low
Bangalore,Loc_13,7,Auto,6,6,0,60.53,1.4666666666666668,Medium
Bangalore,Loc_13,7,Bike,11,8,2,58.539090909090916,1.5818181818181818,Medium
Bangalore,Loc_13,7,Cab,4,1,2,101.085,1.75,Low
Bangalore,Loc_13,8,Auto,6,5,0,35.555,1.7166666666666668,Medium
Bangalore,Loc_13,8,Bike,7,4,2,69.66285714285713,1.7428571428571427,Medium
Bangalore,Loc_13,8,Cab,5,3,1,49.754,1.9600000000000002,Low
Bangalore,Loc_13,9,Auto,8,5,3,81.83500000000001,1.975,Medium
Bangalore,Loc_13,9,Bike,3,2,1,44.696666666666665,1.8333333333333333,Low
Bangalore,Loc_13,9,Cab,9,6,3,89.34444444444445,1.9222222222222223,Medium
Bangalore,Loc_13,10,Auto,6,3,2,47.961666666666666,1.7333333333333334,Medium
Bangalore,Loc_13,10,Bike,4,1,2,24.87,2.15,Low
Bangalore,Loc_13,10,Cab,6,3,3,74.26166666666667,1.8333333333333333,Medium
Bangalore,Loc_13,11,Auto,2,2,0,74.92500000000001,1.1,Low
Bangalore,Loc_13,11,Bike,7,3,4,66.14857142857143,1.4857142857142858,Medium
Bangalore,Loc_13,11,Cab,3,2,1,30.186666666666667,1.3,Low
Bangalore,Loc_13,12,Auto,5,4,1,73.876,1.7600000000000002,Low
Bangalore,Loc_13,12,Bike,5,4,0,64.002,1.56,Low
Bangalore,Loc_13,12,Cab,6,3,3,60.89166666666667,1.5166666666666666,Medium
Bangalore,Loc_13,13,Auto,6,3,1,45.42666666666667,1.6500000000000001,Medium
Bangalore,Loc_13,13,Bike,12,7,4,55.369166666666665,1.575,Medium
Bangalore,Loc_13,13,Cab,11,8,3,55.48818181818182,1.5,Medium
Bangalore,Loc_13,14,Auto,6,4,0,59.185,1.5,Medium
Bangalore,Loc_13,14,Bike,3,1,2,67.20333333333333,1.2666666666666666,Low
Bangalore,Loc_13,14,Cab,3,2,1,50.586666666666666,1.3,Low
Bangalore,Loc_13,15,Auto,8,6,2,59.28125,1.4375,Medium
Bangalore,Loc_13,15,Bike,5,5,0,51.698,1.46,Low
Bangalore,Loc_13,15,Cab,4,2,2,44.41,1.475,Low
Bangalore,Loc_13,16,Auto,9,6,3,39.84222222222222,1.488888888888889,Medium
Bangalore,Loc_13,16,Bike,3,2,1,24.150000000000002,1.3,Low
Bangalore,Loc_13,16,Cab,2,0,2,24.665,1.2999999999999998,Low
Bangalore,Loc_13,17,Auto,4,3,1,35.5975,2.025,Low
Bangalore,Loc_13,17,Bike,3,2,1,60.28,1.6666666666666667,Low
Bangalore,Loc_13,17,Cab,2,1,1,78.22,1.8,Low
Bangalore,Loc_13,18,Auto,7,3,3,85.93999999999998,1.9285714285714286,Medium
Bangalore,Loc_13,18,Bike,8,7,1,72.25,1.6625,Medium
Bangalore,Loc_13,18,Cab,4,2,2,51.042500000000004,1.95,Low
Bangalore,Loc_13,19,Auto,6,4,2,50.14833333333333,1.8499999999999999,Medium
Bangalore,Loc_13,19,Bike,5,1,4,60.279999999999994,1.78,Low
Bangalore,Loc_13,19,Cab,8,5,2,43.9025,1.7375,Medium
Bangalore,Loc_13,20,Auto,4,2,2,41.03,1.85,Low
